   ,VITI,MUAJI,PERSHKRIMI_SEKTORIT,LLOJI_KOMPAN,KOMUNA,PEN_NO,PEN_TYPE_DESC_F,NR_TATIM,NR_GJOBAVE,VLERA
25630,2022,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GRAÇANICË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25631,2017,12,Sherbimet administrative dhe mbeshtetese,Individual,PEJË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,2,500
25632,2021,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MAMUSHË,422,Nd.Neni.53.6-Law 03/L-222,2,2,250
25633,2019,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,ZVEÇAN,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
25634,2017,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SKENDERAJ,422,Nd.Neni.53.6-Law 03/L-222,1,3,375
25635,2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GLLOGOC,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25636,2022,7,Person Fizik,Person fizik,GJILAN,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25637,2021,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,VUSHTRRI,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,125
25638,2018,2,Ndertimtaria,Individual,VUSHTRRI,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25639,2019,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KAÇANIK,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,1000
25640,2018,9,Aktivitetet e tjera sherbyese,Individual,MALISHEVË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,2,250
25641,2023,8,Akomodimi dhe sherbimi ushqimor,Individual,RAHOVEC,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25642,2020,10,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,37,39,27500
25643,2019,6,Industria nxjerrese,Kompani e huaj,PRISHTINË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,4,4000
25644,2022,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GLLOGOC,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25645,2018,8,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,VUSHTRRI,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25646,2018,7,Akomodimi dhe sherbimi ushqimor,Individual,DEÇAN,404,Nd.Neni.53 (1)-Law 03/L-222,3,3,375
25647,2020,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRISHTINË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25648,2020,3,Sherbimet administrative dhe mbeshtetese,Individual,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,2,2,250
25649,2022,1,Akomodimi dhe sherbimi ushqimor,Individual,VITI,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25650,2018,11,Ndertimtaria,SH.P.K.,GJILAN,406,Nd.Neni.53(2.2)-Law 03/L-222,2,2,500
25651,2018,2,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRISHTINË,405,Nd.Neni.53(2.1)-Law 03/L-222,3,3,375
25652,2020,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJILAN,406,Nd.Neni.53(2.2)-Law 03/L-222,2,2,500
25653,2019,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,SHTIME,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25654,2017,7,Akomodimi dhe sherbimi ushqimor,Individual,RAHOVEC,424,Nd.Neni.15(15.3)-Ligji03/L-222,1,1,500
25655,2018,3,"Artet, Argetimi dhe rekreacioni",SH.P.K.,PRISHTINË,429,Nd.Neni.76(1.5)-Law 04/L-080,2,8,24000
25656,2021,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SKENDERAJ,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25657,2021,9,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PRISHTINË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,3000
25658,2022,6,Industria perpunuese,SH.P.K.,FERIZAJ,408,Nd.Neni.53(2.4)-Law 03/L-222,3,3,7000
25659,2018,5,Person Fizik,Person fizik,LIPJAN,429,Nd.Neni.76(1.5)-Law 04/L-080,2,2,6000
25660,2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,FUSHË KOSOVË,408,Nd.Neni.53(2.4)-Law 03/L-222,4,4,6000
25661,2019,2,Akomodimi dhe sherbimi ushqimor,Individual,KLLOKOT,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25662,2019,8,Ndertimtaria,SH.P.K.,HANI I ELEZIT,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,1000
25663,2022,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRISHTINË,407,Nd.Neni.53( 2.3)-Law 03/L-222,2,2,1500
25664,2019,8,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ISTOG,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25665,2022,2,"Artet, Argetimi dhe rekreacioni",Individual,SUHAREKË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25666,2020,4,Industria perpunuese,SH.P.K.,GJILAN,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25667,2022,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PODUJEVË,422,Nd.Neni.53.6-Law 03/L-222,4,4,750
25668,2022,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KLLOKOT,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25669,2021,10,Bujqesia;Pylltaria dhe Peshkimi,Individual,LIPJAN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25670,2021,12,Akomodimi dhe sherbimi ushqimor,Individual,FERIZAJ,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25671,2022,7,Informimi dhe komunikimi,Individual,PRISHTINË,403,Nd.Neni.50 (1)-Law 03/L-222,1,1,500
25672,2017,12,Industria perpunuese,SH.P.K.,SUHAREKË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25673,2019,1,Person Fizik,Person fizik,VUSHTRRI,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25674,2019,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,GJILAN,407,Nd.Neni.53( 2.3)-Law 03/L-222,3,3,1500
25675,2021,9,Person Fizik,Person fizik,GJILAN,403,Nd.Neni.50 (1)-Law 03/L-222,1,1,500
25676,2019,11,Person Fizik,Person fizik,KLINË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25677,2023,4,"Aktivitetet profesionale, shkencore dhe teknike",Individual,PODUJEVË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25678,2018,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SUHAREKË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25679,2022,12,Akomodimi dhe sherbimi ushqimor,Individual,PEJË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,500
25680,2019,3,"Artet, Argetimi dhe rekreacioni",Shoqëri akcionare,FERIZAJ,444,Nd.Neni.77(1.11)-Law 04/L-080,1,1,1000
25681,2023,8,"Artet, Argetimi dhe rekreacioni",SH.P.K.,PEJË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25682,2021,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,FUSHË KOSOVË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25683,2019,9,Ndertimtaria,Individual,LIPJAN,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,1000
25684,2018,9,"Artet, Argetimi dhe rekreacioni",SH.P.K.,FERIZAJ,405,Nd.Neni.53(2.1)-Law 03/L-222,1,2,250
25685,2020,10,Person Fizik,Person fizik,KAMENICË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25686,2018,5,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRIZREN,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,125
25687,2017,4,Akomodimi dhe sherbimi ushqimor,Individual,GRAÇANICË,422,Nd.Neni.53.6-Law 03/L-222,3,3,2625
25688,2022,5,Person Fizik,Person fizik,FUSHË KOSOVË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25689,2019,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRIZREN,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25690,2019,10,Ndertimtaria,Individual,GLLOGOC,422,Nd.Neni.53.6-Law 03/L-222,1,1,500
25691,2022,3,Akomodimi dhe sherbimi ushqimor,Individual,KAMENICË,406,Nd.Neni.53(2.2)-Law 03/L-222,2,2,1000
25692,2017,9,Akomodimi dhe sherbimi ushqimor,Individual,RAHOVEC,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25693,2021,9,Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,KAÇANIK,422,Nd.Neni.53.6-Law 03/L-222,1,1,375
25694,2022,4,Akomodimi dhe sherbimi ushqimor,Individual,ZVEÇAN,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25695,2019,2,"Artet, Argetimi dhe rekreacioni",Individual,MITROVICË,440,Nd.Neni.77(1.9)-Law 04/L-080,1,1,2000
25696,2022,1,Industria perpunuese,Individual,ISTOG,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25697,2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,LIPJAN,423,Nd.Neni.59-Law 03/L-222,2,2,230.95
25698,2019,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,LEPOSAVIQ,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,1000
25699,2022,10,Ndertimtaria,SH.P.K.,RAHOVEC,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25700,2019,5,Industria perpunuese,Individual,GJILAN,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25701,2019,6,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,PRIZREN,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,3000
25702,2019,12,Industria perpunuese,Individual,SHTIME,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,750
25703,2017,11,Akomodimi dhe sherbimi ushqimor,Individual,LIPJAN,422,Nd.Neni.53.6-Law 03/L-222,1,22,2750
25704,2021,11,Industria perpunuese,SH.P.K.,GJILAN,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
25705,2019,2,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25706,2023,3,Aktivitetet e tjera sherbyese,Individual,GRAÇANICË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,2,250
25707,2023,3,Industria perpunuese,SH.P.K.,RAHOVEC,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25708,2017,8,Aktivitetet e tjera sherbyese,Individual,FERIZAJ,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25709,2020,1,Person Fizik,Person fizik,ISTOG,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25710,2020,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GLLOGOC,423,Nd.Neni.59-Law 03/L-222,1,1,1273.07
25711,2022,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MALISHEVË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25712,2022,8,Akomodimi dhe sherbimi ushqimor,SH.P.K.,KAÇANIK,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
25713,2017,12,Arsimi,SH.P.K.,PRISHTINË,404,Nd.Neni.53 (1)-Law 03/L-222,1,2,250
25714,2017,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,FUSHË KOSOVË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25715,2023,3,Person Fizik,Person fizik,GJAKOVË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25716,2022,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SUHAREKË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25717,2023,7,Industria perpunuese,SH.P.K.,KLINË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25718,2017,6,"Artet, Argetimi dhe rekreacioni",SH.P.K.,LIPJAN,431,Nd.Neni.76(1.7)-Law 04/L-080,1,1,2000
25719,2020,2,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PEJË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25720,2017,8,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KAMENICË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25721,2020,6,Industria perpunuese,SH.P.K.,MITROVICË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25722,2018,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SKENDERAJ,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25723,2020,1,Transporti dhe magazinimi,Individual,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
25724,2022,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJILAN,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25725,2019,12,Informimi dhe komunikimi,Individual,PRISHTINË,405,Nd.Neni.53(2.1)-Law 03/L-222,6,7,875
25726,2017,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRISHTINË,408,Nd.Neni.53(2.4)-Law 03/L-222,10,21,21000
25727,2017,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,LIPJAN,423,Nd.Neni.59-Law 03/L-222,1,1,392.16
25728,2022,4,Industria perpunuese,SH.P.K.,FUSHË KOSOVË,408,Nd.Neni.53(2.4)-Law 03/L-222,3,3,5000
25729,2022,11,Akomodimi dhe sherbimi ushqimor,Individual,FUSHË KOSOVË,406,Nd.Neni.53(2.2)-Law 03/L-222,2,2,1000
25730,2023,6,Industria perpunuese,SH.P.K.,FERIZAJ,408,Nd.Neni.53(2.4)-Law 03/L-222,2,2,2000
25731,2023,4,Sherbimet administrative dhe mbeshtetese,SH.P.K.,PRISHTINË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25732,2021,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRISHTINË,423,Nd.Neni.59-Law 03/L-222,6,6,1846.29
25733,2022,8,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRISHTINË,423,Nd.Neni.59-Law 03/L-222,7,7,7096.53
25734,2019,8,Industria perpunuese,SH.P.K.,FUSHË KOSOVË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25735,2019,12,Bujqesia;Pylltaria dhe Peshkimi,Individual,GJAKOVË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25736,2022,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MALISHEVË,422,Nd.Neni.53.6-Law 03/L-222,3,3,375
25737,2018,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRIZREN,405,Nd.Neni.53(2.1)-Law 03/L-222,2,2,250
25738,2017,9,Transporti dhe magazinimi,Individual,LIPJAN,422,Nd.Neni.53.6-Law 03/L-222,2,2,250
25739,2021,11,Industria perpunuese,Individual,GLLOGOC,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25740,2017,2,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PRISHTINË,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,125
25741,2019,8,Aktivitetet e tjera sherbyese,Individual,PEJË,422,Nd.Neni.53.6-Law 03/L-222,4,4,500
25742,2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,RAHOVEC,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25743,2022,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PEJË,422,Nd.Neni.53.6-Law 03/L-222,4,4,500
25744,2022,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJILAN,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25745,2023,2,Transporti dhe magazinimi,SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,1,1,375
25746,2023,8,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PODUJEVË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25747,2021,2,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,2,2,250
25748,2022,3,Industria perpunuese,SH.P.K.,GJILAN,408,Nd.Neni.53(2.4)-Law 03/L-222,6,6,6000
25749,2019,2,Akomodimi dhe sherbimi ushqimor,Individual,RAHOVEC,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,1000
25750,2018,12,Person Fizik,Person fizik,VITI,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25751,2018,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,RAHOVEC,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,125
25752,2018,8,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,VUSHTRRI,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25753,2022,2,Industria perpunuese,Individual,MAMUSHË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25754,2023,7,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,FERIZAJ,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25755,2021,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRIZREN,405,Nd.Neni.53(2.1)-Law 03/L-222,3,3,375
25756,2018,4,Transporti dhe magazinimi,Individual,ISTOG,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
25757,2019,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PEJË,408,Nd.Neni.53(2.4)-Law 03/L-222,3,3,7000
25758,2021,3,Person Fizik,Person fizik,PRISHTINË,405,Nd.Neni.53(2.1)-Law 03/L-222,2,2,1000
25759,2019,3,Industria perpunuese,SH.P.K.,OBILIQ,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25760,2022,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,LEPOSAVIQ,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25761,2021,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,OBILIQ,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
25762,2021,2,Sherbimet administrative dhe mbeshtetese,SH.P.K.,PEJË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,500
25763,2022,10,Aktivitetet e tjera sherbyese,Individual,FERIZAJ,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25764,2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KAÇANIK,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25765,2018,6,Ndertimtaria,Individual,PRISHTINË,423,Nd.Neni.59-Law 03/L-222,1,1,1410.46
25766,2018,8,Industria perpunuese,SH.P.K.,GLLOGOC,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25767,2022,8,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,MALISHEVË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25768,2022,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,MITROVICË,422,Nd.Neni.53.6-Law 03/L-222,3,3,375
25769,2021,11,Arsimi,SH.P.K.,PEJË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25770,2020,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,LIPJAN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25771,2019,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,PRIZREN,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,1000
25772,2022,7,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,1,2,250
25773,2019,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRIZREN,423,Nd.Neni.59-Law 03/L-222,1,1,187.93
25774,2022,3,Sherbimet administrative dhe mbeshtetese,SH.P.K.,FERIZAJ,422,Nd.Neni.53.6-Law 03/L-222,1,4,13375
25775,2019,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,FERIZAJ,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25776,2017,8,Akomodimi dhe sherbimi ushqimor,Individual,MITROVICË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25777,2022,10,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,VITI,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25778,2017,8,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,VUSHTRRI,422,Nd.Neni.53.6-Law 03/L-222,1,2,500
25779,2019,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,3,3,500
25780,2022,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRISHTINË,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,625
25781,2020,2,Transporti dhe magazinimi,Individual,MALISHEVË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25782,2020,12,Bujqesia;Pylltaria dhe Peshkimi,Individual,VITI,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25783,2018,8,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,GJILAN,408,Nd.Neni.53(2.4)-Law 03/L-222,2,2,2000
25784,2021,6,Aktivitetet e patundshmerise,Individual,PRISHTINË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,3000
25785,2017,5,Person Fizik,Person fizik,PRISHTINË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25786,2018,1,Mungon aktiviteti,Ndërmarrje nën menaxhim të AKP-së,SHTËRPCË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25787,2017,10,"Aktivitetet profesionale, shkencore dhe teknike",Individual,GLLOGOC,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25788,2022,10,Industria perpunuese,Individual,GRAÇANICË,422,Nd.Neni.53.6-Law 03/L-222,1,1,500
25789,2019,7,Industria perpunuese,SH.P.K.,PEJË,422,Nd.Neni.53.6-Law 03/L-222,1,1,1000
25790,2023,5,"Artet, Argetimi dhe rekreacioni",SH.P.K.,PRISHTINË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25791,2017,3,Ndertimtaria,SH.P.K.,SUHAREKË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,2,1000
25792,2017,9,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRISHTINË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25793,2020,10,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PEJË,422,Nd.Neni.53.6-Law 03/L-222,1,1,500
25794,2021,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GRAÇANICË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25795,2022,4,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,DEÇAN,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25796,2018,5,Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,LIPJAN,422,Nd.Neni.53.6-Law 03/L-222,1,2,250
25797,2020,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,RAHOVEC,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25798,2022,6,Industria perpunuese,Individual,FERIZAJ,423,Nd.Neni.59-Law 03/L-222,1,1,286.25
25799,2021,5,Akomodimi dhe sherbimi ushqimor,Individual,MITROVICË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
25800,2022,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJILAN,409,Nd.Neni.53(5)-Law 03/L-222,1,1,100
25801,2022,5,Aktivitetet e tjera sherbyese,Individual,RAHOVEC,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
25802,2019,4,Akomodimi dhe sherbimi ushqimor,SH.P.K.,SUHAREKË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25803,2017,8,"Aktivitetet profesionale, shkencore dhe teknike",Individual,SUHAREKË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
25804,2021,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PEJË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
25805,2018,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRIZREN,408,Nd.Neni.53(2.4)-Law 03/L-222,2,3,3000
25806,2018,11,Aktivitetet e tjera sherbyese,Individual,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,3,3,1750
25807,2020,11,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,6,6,3500
25808,2018,3,Transporti dhe magazinimi,Individual,SKENDERAJ,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
